geoname,code,geofips,description,year,dollars
Massachusetts,MA, 25000,Goods,2017,102657.2
Massachusetts,MA, 25000,Durable goods,2017,35480.3
Massachusetts,MA, 25000,Motor vehicles and parts,2017,10790.2
Massachusetts,MA, 25000,Furnishings and durable household equipment,2017,7528.7
Massachusetts,MA, 25000,Recreational goods and vehicles,2017,10768.5
Massachusetts,MA, 25000,Other durable goods,2017,6392.9
Massachusetts,MA, 25000,Nondurable goods,2017,67176.9
Massachusetts,MA, 25000,Food and beverages purchased for off-premises consumption,2017,24716.6
Massachusetts,MA, 25000,Clothing and footwear,2017,9115.8
Massachusetts,MA, 25000,Gasoline and other energy goods,2017,5953.1
Massachusetts,MA, 25000,Other nondurable goods,2017,27391.4
Massachusetts,MA, 25000,Services,2017,256991.3
Massachusetts,MA, 25000,Household consumption expenditures (for services),2017,242416.6
Massachusetts,MA, 25000,Housing and utilities,2017,67582.1
Massachusetts,MA, 25000,Health care,2017,60743.7
Massachusetts,MA, 25000,Transportation services,2017,12297.1
Massachusetts,MA, 25000,Recreation services,2017,16325.3
Massachusetts,MA, 25000,Food services and accommodations,2017,24131.5
Massachusetts,MA, 25000,Financial services and insurance,2017,28057.0
Massachusetts,MA, 25000,Other services,2017,33279.8
Massachusetts,MA, 25000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2017,14574.7
Massachusetts,MA, 25000,Gross output of nonprofit institutions,2017,43867.8
Massachusetts,MA, 25000,Less: Receipts from sales of goods and services by nonprofit institutions,2017,29293.1
Massachusetts,MA, 25000,Personal consumption expenditures,2018,374377.7
Massachusetts,MA, 25000,Goods,2018,106441.9
Massachusetts,MA, 25000,Durable goods,2018,37057.0
Massachusetts,MA, 25000,Motor vehicles and parts,2018,11206.8
Massachusetts,MA, 25000,Furnishings and durable household equipment,2018,7763.5
Massachusetts,MA, 25000,Recreational goods and vehicles,2018,11571.1
Massachusetts,MA, 25000,Other durable goods,2018,6515.5
Massachusetts,MA, 25000,Nondurable goods,2018,69384.9
Massachusetts,MA, 25000,Food and beverages purchased for off-premises consumption,2018,25237.3
Massachusetts,MA, 25000,Clothing and footwear,2018,9343.6
Massachusetts,MA, 25000,Gasoline and other energy goods,2018,6508.7
Massachusetts,MA, 25000,Other nondurable goods,2018,28295.4
Massachusetts,MA, 25000,Services,2018,267935.8
Massachusetts,MA, 25000,Household consumption expenditures (for services),2018,253104.8
Massachusetts,MA, 25000,Housing and utilities,2018,71081.7
Massachusetts,MA, 25000,Health care,2018,62620.1
Massachusetts,MA, 25000,Transportation services,2018,12908.0
Massachusetts,MA, 25000,Recreation services,2018,17176.9
Massachusetts,MA, 25000,Food services and accommodations,2018,25131.0
Massachusetts,MA, 25000,Financial services and insurance,2018,28745.4
Massachusetts,MA, 25000,Other services,2018,35441.7
Massachusetts,MA, 25000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2018,14831.0
Massachusetts,MA, 25000,Gross output of nonprofit institutions,2018,44325.4
Massachusetts,MA, 25000,Less: Receipts from sales of goods and services by nonprofit institutions,2018,29494.4
Massachusetts,MA, 25000,Personal consumption expenditures,2019,387570.3
Massachusetts,MA, 25000,Goods,2019,110480.4
Massachusetts,MA, 25000,Durable goods,2019,38557.9
Massachusetts,MA, 25000,Motor vehicles and parts,2019,11082.5
Massachusetts,MA, 25000,Furnishings and durable household equipment,2019,8094.1
Massachusetts,MA, 25000,Recreational goods and vehicles,2019,12724.9
Massachusetts,MA, 25000,Other durable goods,2019,6656.4
Massachusetts,MA, 25000,Nondurable goods,2019,71922.6
Massachusetts,MA, 25000,Food and beverages purchased for off-premises consumption,2019,25925.2
Massachusetts,MA, 25000,Clothing and footwear,2019,9525.5
Massachusetts,MA, 25000,Gasoline and other energy goods,2019,6096.5
Massachusetts,MA, 25000,Other nondurable goods,2019,30375.3
Massachusetts,MA, 25000,Services,2019,277089.8
Massachusetts,MA, 25000,Household consumption expenditures (for services),2019,262157.7
Massachusetts,MA, 25000,Housing and utilities,2019,73815.5
Massachusetts,MA, 25000,Health care,2019,64268.5
Massachusetts,MA, 25000,Transportation services,2019,13115.7
Massachusetts,MA, 25000,Recreation services,2019,17739.6
Massachusetts,MA, 25000,Food services and accommodations,2019,26656.1
Massachusetts,MA, 25000,Financial services and insurance,2019,29662.3
Massachusetts,MA, 25000,Other services,2019,36899.9
Massachusetts,MA, 25000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2019,14932.2
Massachusetts,MA, 25000,Gross output of nonprofit institutions,2019,46039.6
Massachusetts,MA, 25000,Less: Receipts from sales of goods and services by nonprofit institutions,2019,31107.4
Michigan,MI, 26000,Personal consumption expenditures,1997,201735.0
Michigan,MI, 26000,Goods,1997,73264.3
Michigan,MI, 26000,Durable goods,1997,26429.7
Michigan,MI, 26000,Motor vehicles and parts,1997,10686.2
Michigan,MI, 26000,Furnishings and durable household equipment,1997,6022.4
Michigan,MI, 26000,Recreational goods and vehicles,1997,6249.9
Michigan,MI, 26000,Other durable goods,1997,3471.2
Michigan,MI, 26000,Nondurable goods,1997,46834.6
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,1997,17746.3
Michigan,MI, 26000,Clothing and footwear,1997,8634.0
Michigan,MI, 26000,Gasoline and other energy goods,1997,5394.2
Michigan,MI, 26000,Other nondurable goods,1997,15060.0
Michigan,MI, 26000,Services,1997,128470.7
Michigan,MI, 26000,Household consumption expenditures (for services),1997,121929.6
Michigan,MI, 26000,Housing and utilities,1997,34137.1
Michigan,MI, 26000,Health care,1997,28150.5
Michigan,MI, 26000,Transportation services,1997,11518.5
Michigan,MI, 26000,Recreation services,1997,9366.4
Michigan,MI, 26000,Food services and accommodations,1997,10810.7
Michigan,MI, 26000,Financial services and insurance,1997,13717.7
Michigan,MI, 26000,Other services,1997,14228.8
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1997,6541.0
Michigan,MI, 26000,Gross output of nonprofit institutions,1997,23454.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,1997,16913.0
Michigan,MI, 26000,Personal consumption expenditures,1998,211894.0
Michigan,MI, 26000,Goods,1998,76294.1
Michigan,MI, 26000,Durable goods,1998,28244.6
Michigan,MI, 26000,Motor vehicles and parts,1998,11174.4
Michigan,MI, 26000,Furnishings and durable household equipment,1998,6468.4
Michigan,MI, 26000,Recreational goods and vehicles,1998,6953.7
Michigan,MI, 26000,Other durable goods,1998,3648.0
Michigan,MI, 26000,Nondurable goods,1998,48049.6
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,1998,18064.5
Michigan,MI, 26000,Clothing and footwear,1998,8817.4
Michigan,MI, 26000,Gasoline and other energy goods,1998,4878.1
Michigan,MI, 26000,Other nondurable goods,1998,16289.5
Michigan,MI, 26000,Services,1998,135599.8
Michigan,MI, 26000,Household consumption expenditures (for services),1998,127828.7
Michigan,MI, 26000,Housing and utilities,1998,35793.4
Michigan,MI, 26000,Health care,1998,28888.0
Michigan,MI, 26000,Transportation services,1998,11559.6
Michigan,MI, 26000,Recreation services,1998,9772.1
Michigan,MI, 26000,Food services and accommodations,1998,11303.0
Michigan,MI, 26000,Financial services and insurance,1998,15037.3
Michigan,MI, 26000,Other services,1998,15475.3
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1998,7771.2
Michigan,MI, 26000,Gross output of nonprofit institutions,1998,25270.1
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,1998,17498.9
Michigan,MI, 26000,Personal consumption expenditures,1999,225614.0
Michigan,MI, 26000,Goods,1999,82880.5
Michigan,MI, 26000,Durable goods,1999,31203.6
Michigan,MI, 26000,Motor vehicles and parts,1999,12175.8
Michigan,MI, 26000,Furnishings and durable household equipment,1999,7147.3
Michigan,MI, 26000,Recreational goods and vehicles,1999,7875.7
Michigan,MI, 26000,Other durable goods,1999,4004.8
Michigan,MI, 26000,Nondurable goods,1999,51676.9
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,1999,19081.9
Michigan,MI, 26000,Clothing and footwear,1999,9313.8
Michigan,MI, 26000,Gasoline and other energy goods,1999,5416.0
Michigan,MI, 26000,Other nondurable goods,1999,17865.1
Michigan,MI, 26000,Services,1999,142733.5
Michigan,MI, 26000,Household consumption expenditures (for services),1999,134350.5
Michigan,MI, 26000,Housing and utilities,1999,37970.8
Michigan,MI, 26000,Health care,1999,29571.2
Michigan,MI, 26000,Transportation services,1999,12584.0
Michigan,MI, 26000,Recreation services,1999,10161.9
Michigan,MI, 26000,Food services and accommodations,1999,11751.9
Michigan,MI, 26000,Financial services and insurance,1999,16467.5
Michigan,MI, 26000,Other services,1999,15843.1
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),1999,8383.0
Michigan,MI, 26000,Gross output of nonprofit institutions,1999,26527.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,1999,18144.0
Michigan,MI, 26000,Personal consumption expenditures,2000,238773.6
Michigan,MI, 26000,Goods,2000,86692.7
Michigan,MI, 26000,Durable goods,2000,31844.8
Michigan,MI, 26000,Motor vehicles and parts,2000,12026.6
Michigan,MI, 26000,Furnishings and durable household equipment,2000,7649.0
Michigan,MI, 26000,Recreational goods and vehicles,2000,7895.8
Michigan,MI, 26000,Other durable goods,2000,4273.3
Michigan,MI, 26000,Nondurable goods,2000,54848.0
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2000,19701.0
Michigan,MI, 26000,Clothing and footwear,2000,9463.1
Michigan,MI, 26000,Gasoline and other energy goods,2000,7031.4
Michigan,MI, 26000,Other nondurable goods,2000,18652.5
Michigan,MI, 26000,Services,2000,152080.9
Michigan,MI, 26000,Household consumption expenditures (for services),2000,142859.8
Michigan,MI, 26000,Housing and utilities,2000,40072.0
Michigan,MI, 26000,Health care,2000,31330.0
Michigan,MI, 26000,Transportation services,2000,13403.9
Michigan,MI, 26000,Recreation services,2000,10594.0
Michigan,MI, 26000,Food services and accommodations,2000,12360.2
Michigan,MI, 26000,Financial services and insurance,2000,18392.0
Michigan,MI, 26000,Other services,2000,16707.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2000,9221.1
Michigan,MI, 26000,Gross output of nonprofit institutions,2000,28224.2
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2000,19003.0
Michigan,MI, 26000,Personal consumption expenditures,2001,246786.9
Michigan,MI, 26000,Goods,2001,88243.2
Michigan,MI, 26000,Durable goods,2001,32331.0
Michigan,MI, 26000,Motor vehicles and parts,2001,12639.1
Michigan,MI, 26000,Furnishings and durable household equipment,2001,7545.1
Michigan,MI, 26000,Recreational goods and vehicles,2001,8028.6
Michigan,MI, 26000,Other durable goods,2001,4118.3
Michigan,MI, 26000,Nondurable goods,2001,55912.2
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2001,20459.4
Michigan,MI, 26000,Clothing and footwear,2001,9255.0
Michigan,MI, 26000,Gasoline and other energy goods,2001,6606.7
Michigan,MI, 26000,Other nondurable goods,2001,19591.0
Michigan,MI, 26000,Services,2001,158543.7
Michigan,MI, 26000,Household consumption expenditures (for services),2001,148315.9
Michigan,MI, 26000,Housing and utilities,2001,42771.7
Michigan,MI, 26000,Health care,2001,33173.2
Michigan,MI, 26000,Transportation services,2001,13125.4
Michigan,MI, 26000,Recreation services,2001,10508.2
Michigan,MI, 26000,Food services and accommodations,2001,12666.3
Michigan,MI, 26000,Financial services and insurance,2001,17923.1
Michigan,MI, 26000,Other services,2001,18147.9
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2001,10227.9
Michigan,MI, 26000,Gross output of nonprofit institutions,2001,30349.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2001,20121.1
Michigan,MI, 26000,Personal consumption expenditures,2002,254304.4
Michigan,MI, 26000,Goods,2002,89925.2
Michigan,MI, 26000,Durable goods,2002,33580.7
Michigan,MI, 26000,Motor vehicles and parts,2002,13243.5
Michigan,MI, 26000,Furnishings and durable household equipment,2002,7717.6
Michigan,MI, 26000,Recreational goods and vehicles,2002,8423.5
Michigan,MI, 26000,Other durable goods,2002,4196.1
Michigan,MI, 26000,Nondurable goods,2002,56344.5
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2002,20728.9
Michigan,MI, 26000,Clothing and footwear,2002,9033.2
Michigan,MI, 26000,Gasoline and other energy goods,2002,6174.3
Michigan,MI, 26000,Other nondurable goods,2002,20408.1
Michigan,MI, 26000,Services,2002,164379.2
Michigan,MI, 26000,Household consumption expenditures (for services),2002,153594.1
Michigan,MI, 26000,Housing and utilities,2002,44863.3
Michigan,MI, 26000,Health care,2002,35235.3
Michigan,MI, 26000,Transportation services,2002,12750.1
Michigan,MI, 26000,Recreation services,2002,10910.7
Michigan,MI, 26000,Food services and accommodations,2002,13197.4
Michigan,MI, 26000,Financial services and insurance,2002,18315.6
Michigan,MI, 26000,Other services,2002,18321.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2002,10785.1
Michigan,MI, 26000,Gross output of nonprofit institutions,2002,32169.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2002,21383.9
Michigan,MI, 26000,Personal consumption expenditures,2003,263819.9
Michigan,MI, 26000,Goods,2003,91388.1
Michigan,MI, 26000,Durable goods,2003,32888.9
Michigan,MI, 26000,Motor vehicles and parts,2003,11908.4
Michigan,MI, 26000,Furnishings and durable household equipment,2003,7664.9
Michigan,MI, 26000,Recreational goods and vehicles,2003,8788.6
Michigan,MI, 26000,Other durable goods,2003,4527.1
Michigan,MI, 26000,Nondurable goods,2003,58499.2
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2003,21110.4
Michigan,MI, 26000,Clothing and footwear,2003,9053.1
Michigan,MI, 26000,Gasoline and other energy goods,2003,7233.7
Michigan,MI, 26000,Other nondurable goods,2003,21102.0
Michigan,MI, 26000,Services,2003,172431.8
Michigan,MI, 26000,Household consumption expenditures (for services),2003,160745.8
Michigan,MI, 26000,Housing and utilities,2003,46786.7
Michigan,MI, 26000,Health care,2003,37464.7
Michigan,MI, 26000,Transportation services,2003,12909.8
Michigan,MI, 26000,Recreation services,2003,11324.1
Michigan,MI, 26000,Food services and accommodations,2003,13615.4
Michigan,MI, 26000,Financial services and insurance,2003,19332.3
Michigan,MI, 26000,Other services,2003,19312.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2003,11685.9
Michigan,MI, 26000,Gross output of nonprofit institutions,2003,34117.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2003,22431.1
Michigan,MI, 26000,Personal consumption expenditures,2004,276094.5
Michigan,MI, 26000,Goods,2004,95014.1
Michigan,MI, 26000,Durable goods,2004,33757.8
Michigan,MI, 26000,Motor vehicles and parts,2004,11128.9
Michigan,MI, 26000,Furnishings and durable household equipment,2004,8097.2
Michigan,MI, 26000,Recreational goods and vehicles,2004,9580.9
Michigan,MI, 26000,Other durable goods,2004,4950.8
Michigan,MI, 26000,Nondurable goods,2004,61256.3
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2004,21965.9
Michigan,MI, 26000,Clothing and footwear,2004,9108.4
Michigan,MI, 26000,Gasoline and other energy goods,2004,7986.8
Michigan,MI, 26000,Other nondurable goods,2004,22195.1
Michigan,MI, 26000,Services,2004,181080.4
Michigan,MI, 26000,Household consumption expenditures (for services),2004,169063.2
Michigan,MI, 26000,Housing and utilities,2004,48885.0
Michigan,MI, 26000,Health care,2004,40375.2
Michigan,MI, 26000,Transportation services,2004,13480.2
Michigan,MI, 26000,Recreation services,2004,11784.5
Michigan,MI, 26000,Food services and accommodations,2004,14172.6
Michigan,MI, 26000,Financial services and insurance,2004,20639.1
Michigan,MI, 26000,Other services,2004,19726.5
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2004,12017.1
Michigan,MI, 26000,Gross output of nonprofit institutions,2004,36226.1
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2004,24209.0
Michigan,MI, 26000,Personal consumption expenditures,2005,286886.1
Michigan,MI, 26000,Goods,2005,96131.3
Michigan,MI, 26000,Durable goods,2005,33053.7
Michigan,MI, 26000,Motor vehicles and parts,2005,9963.8
Michigan,MI, 26000,Furnishings and durable household equipment,2005,8030.1
Michigan,MI, 26000,Recreational goods and vehicles,2005,9745.3
Michigan,MI, 26000,Other durable goods,2005,5314.5
Michigan,MI, 26000,Nondurable goods,2005,63077.6
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2005,22089.3
Michigan,MI, 26000,Clothing and footwear,2005,9066.4
Michigan,MI, 26000,Gasoline and other energy goods,2005,9501.7
Michigan,MI, 26000,Other nondurable goods,2005,22420.2
Michigan,MI, 26000,Services,2005,190754.8
Michigan,MI, 26000,Household consumption expenditures (for services),2005,178389.7
Michigan,MI, 26000,Housing and utilities,2005,52627.2
Michigan,MI, 26000,Health care,2005,43018.8
Michigan,MI, 26000,Transportation services,2005,13388.7
Michigan,MI, 26000,Recreation services,2005,12129.5
Michigan,MI, 26000,Food services and accommodations,2005,14520.7
Michigan,MI, 26000,Financial services and insurance,2005,22283.1
Michigan,MI, 26000,Other services,2005,20421.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2005,12365.1
Michigan,MI, 26000,Gross output of nonprofit institutions,2005,37872.1
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2005,25507.0
Michigan,MI, 26000,Personal consumption expenditures,2006,296603.7
Michigan,MI, 26000,Goods,2006,97239.5
Michigan,MI, 26000,Durable goods,2006,32476.7
Michigan,MI, 26000,Motor vehicles and parts,2006,8639.5
Michigan,MI, 26000,Furnishings and durable household equipment,2006,7892.2
Michigan,MI, 26000,Recreational goods and vehicles,2006,10066.9
Michigan,MI, 26000,Other durable goods,2006,5878.1
Michigan,MI, 26000,Nondurable goods,2006,64762.8
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2006,22310.7
Michigan,MI, 26000,Clothing and footwear,2006,8993.2
Michigan,MI, 26000,Gasoline and other energy goods,2006,10534.1
Michigan,MI, 26000,Other nondurable goods,2006,22924.9
Michigan,MI, 26000,Services,2006,199364.2
Michigan,MI, 26000,Household consumption expenditures (for services),2006,185390.0
Michigan,MI, 26000,Housing and utilities,2006,55426.6
Michigan,MI, 26000,Health care,2006,45480.7
Michigan,MI, 26000,Transportation services,2006,13127.9
Michigan,MI, 26000,Recreation services,2006,12354.8
Michigan,MI, 26000,Food services and accommodations,2006,14831.4
Michigan,MI, 26000,Financial services and insurance,2006,22997.5
Michigan,MI, 26000,Other services,2006,21171.2
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2006,13974.2
Michigan,MI, 26000,Gross output of nonprofit institutions,2006,40589.1
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2006,26614.9
Michigan,MI, 26000,Personal consumption expenditures,2007,303105.5
Michigan,MI, 26000,Goods,2007,98325.7
Michigan,MI, 26000,Durable goods,2007,32104.9
Michigan,MI, 26000,Motor vehicles and parts,2007,8018.8
Michigan,MI, 26000,Furnishings and durable household equipment,2007,7531.4
Michigan,MI, 26000,Recreational goods and vehicles,2007,10163.3
Michigan,MI, 26000,Other durable goods,2007,6391.3
Michigan,MI, 26000,Nondurable goods,2007,66220.8
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2007,22903.0
Michigan,MI, 26000,Clothing and footwear,2007,8797.3
Michigan,MI, 26000,Gasoline and other energy goods,2007,11189.0
Michigan,MI, 26000,Other nondurable goods,2007,23331.5
Michigan,MI, 26000,Services,2007,204779.8
Michigan,MI, 26000,Household consumption expenditures (for services),2007,190861.8
Michigan,MI, 26000,Housing and utilities,2007,56843.9
Michigan,MI, 26000,Health care,2007,48062.5
Michigan,MI, 26000,Transportation services,2007,12932.9
Michigan,MI, 26000,Recreation services,2007,12779.2
Michigan,MI, 26000,Food services and accommodations,2007,15387.7
Michigan,MI, 26000,Financial services and insurance,2007,23335.6
Michigan,MI, 26000,Other services,2007,21520.0
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2007,13918.0
Michigan,MI, 26000,Gross output of nonprofit institutions,2007,41374.1
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2007,27456.1
Michigan,MI, 26000,Personal consumption expenditures,2008,309969.2
Michigan,MI, 26000,Goods,2008,99131.8
Michigan,MI, 26000,Durable goods,2008,30714.9
Michigan,MI, 26000,Motor vehicles and parts,2008,7514.5
Michigan,MI, 26000,Furnishings and durable household equipment,2008,7069.1
Michigan,MI, 26000,Recreational goods and vehicles,2008,9818.8
Michigan,MI, 26000,Other durable goods,2008,6312.5
Michigan,MI, 26000,Nondurable goods,2008,68416.9
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2008,23548.9
Michigan,MI, 26000,Clothing and footwear,2008,8625.0
Michigan,MI, 26000,Gasoline and other energy goods,2008,12675.8
Michigan,MI, 26000,Other nondurable goods,2008,23567.2
Michigan,MI, 26000,Services,2008,210837.5
Michigan,MI, 26000,Household consumption expenditures (for services),2008,195291.4
Michigan,MI, 26000,Housing and utilities,2008,58658.3
Michigan,MI, 26000,Health care,2008,50312.0
Michigan,MI, 26000,Transportation services,2008,13207.2
Michigan,MI, 26000,Recreation services,2008,13080.3
Michigan,MI, 26000,Food services and accommodations,2008,15610.6
Michigan,MI, 26000,Financial services and insurance,2008,22696.7
Michigan,MI, 26000,Other services,2008,21726.4
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2008,15546.0
Michigan,MI, 26000,Gross output of nonprofit institutions,2008,43324.3
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2008,27778.3
Michigan,MI, 26000,Personal consumption expenditures,2009,304995.5
Michigan,MI, 26000,Goods,2009,94528.1
Michigan,MI, 26000,Durable goods,2009,29035.3
Michigan,MI, 26000,Motor vehicles and parts,2009,7486.8
Michigan,MI, 26000,Furnishings and durable household equipment,2009,6438.4
Michigan,MI, 26000,Recreational goods and vehicles,2009,8921.8
Michigan,MI, 26000,Other durable goods,2009,6188.4
Michigan,MI, 26000,Nondurable goods,2009,65492.8
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2009,23896.2
Michigan,MI, 26000,Clothing and footwear,2009,8397.3
Michigan,MI, 26000,Gasoline and other energy goods,2009,9138.1
Michigan,MI, 26000,Other nondurable goods,2009,24061.2
Michigan,MI, 26000,Services,2009,210467.3
Michigan,MI, 26000,Household consumption expenditures (for services),2009,194593.1
Michigan,MI, 26000,Housing and utilities,2009,59300.1
Michigan,MI, 26000,Health care,2009,52603.3
Michigan,MI, 26000,Transportation services,2009,12209.5
Michigan,MI, 26000,Recreation services,2009,12911.0
Michigan,MI, 26000,Food services and accommodations,2009,15471.6
Michigan,MI, 26000,Financial services and insurance,2009,20426.8
Michigan,MI, 26000,Other services,2009,21670.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2009,15874.2
Michigan,MI, 26000,Gross output of nonprofit institutions,2009,44592.3
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2009,28718.1
Michigan,MI, 26000,Personal consumption expenditures,2010,313221.0
Michigan,MI, 26000,Goods,2010,98930.0
Michigan,MI, 26000,Durable goods,2010,30299.4
Michigan,MI, 26000,Motor vehicles and parts,2010,8323.1
Michigan,MI, 26000,Furnishings and durable household equipment,2010,6568.4
Michigan,MI, 26000,Recreational goods and vehicles,2010,8986.0
Michigan,MI, 26000,Other durable goods,2010,6421.9
Michigan,MI, 26000,Nondurable goods,2010,68630.6
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2010,24241.5
Michigan,MI, 26000,Clothing and footwear,2010,8727.8
Michigan,MI, 26000,Gasoline and other energy goods,2010,10917.4
Michigan,MI, 26000,Other nondurable goods,2010,24743.8
Michigan,MI, 26000,Services,2010,214291.0
Michigan,MI, 26000,Household consumption expenditures (for services),2010,198090.3
Michigan,MI, 26000,Housing and utilities,2010,58917.2
Michigan,MI, 26000,Health care,2010,54594.9
Michigan,MI, 26000,Transportation services,2010,12491.9
Michigan,MI, 26000,Recreation services,2010,13129.2
Michigan,MI, 26000,Food services and accommodations,2010,16101.2
Michigan,MI, 26000,Financial services and insurance,2010,20874.7
Michigan,MI, 26000,Other services,2010,21981.1
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2010,16200.7
Michigan,MI, 26000,Gross output of nonprofit institutions,2010,45579.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2010,29378.3
Michigan,MI, 26000,Personal consumption expenditures,2011,325381.7
Michigan,MI, 26000,Goods,2011,104830.5
Michigan,MI, 26000,Durable goods,2011,31674.5
Michigan,MI, 26000,Motor vehicles and parts,2011,9066.4
Michigan,MI, 26000,Furnishings and durable household equipment,2011,6748.4
Michigan,MI, 26000,Recreational goods and vehicles,2011,9059.1
Michigan,MI, 26000,Other durable goods,2011,6800.7
Michigan,MI, 26000,Nondurable goods,2011,73156.0
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2011,25050.1
Michigan,MI, 26000,Clothing and footwear,2011,8893.3
Michigan,MI, 26000,Gasoline and other energy goods,2011,13511.3
Michigan,MI, 26000,Other nondurable goods,2011,25701.3
Michigan,MI, 26000,Services,2011,220551.3
Michigan,MI, 26000,Household consumption expenditures (for services),2011,203414.0
Michigan,MI, 26000,Housing and utilities,2011,59457.4
Michigan,MI, 26000,Health care,2011,56488.5
Michigan,MI, 26000,Transportation services,2011,13712.3
Michigan,MI, 26000,Recreation services,2011,13212.1
Michigan,MI, 26000,Food services and accommodations,2011,17236.5
Michigan,MI, 26000,Financial services and insurance,2011,21242.5
Michigan,MI, 26000,Other services,2011,22064.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2011,17137.3
Michigan,MI, 26000,Gross output of nonprofit institutions,2011,46960.0
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2011,29822.7
Michigan,MI, 26000,Personal consumption expenditures,2012,332662.2
Michigan,MI, 26000,Goods,2012,107375.5
Michigan,MI, 26000,Durable goods,2012,33125.2
Michigan,MI, 26000,Motor vehicles and parts,2012,9784.6
Michigan,MI, 26000,Furnishings and durable household equipment,2012,7075.4
Michigan,MI, 26000,Recreational goods and vehicles,2012,9276.7
Michigan,MI, 26000,Other durable goods,2012,6988.5
Michigan,MI, 26000,Nondurable goods,2012,74250.3
Michigan,MI, 26000,Food and beverages purchased for off-premises consumption,2012,25796.8
Michigan,MI, 26000,Clothing and footwear,2012,9137.1
Michigan,MI, 26000,Gasoline and other energy goods,2012,13117.5
Michigan,MI, 26000,Other nondurable goods,2012,26198.8
Michigan,MI, 26000,Services,2012,225286.7
Michigan,MI, 26000,Household consumption expenditures (for services),2012,207036.3
Michigan,MI, 26000,Housing and utilities,2012,59322.9
Michigan,MI, 26000,Health care,2012,58019.6
Michigan,MI, 26000,Transportation services,2012,14035.4
Michigan,MI, 26000,Recreation services,2012,13743.4
Michigan,MI, 26000,Food services and accommodations,2012,18253.0
Michigan,MI, 26000,Financial services and insurance,2012,21348.4
Michigan,MI, 26000,Other services,2012,22313.7
Michigan,MI, 26000,Final consumption expenditures of nonprofit institutions serving households (NPISHs),2012,18250.4
Michigan,MI, 26000,Gross output of nonprofit institutions,2012,48579.6
Michigan,MI, 26000,Less: Receipts from sales of goods and services by nonprofit institutions,2012,30329.2
